SAMPLE_RATE,1472068108427,1
TURN,1472068109124,0
MEM_USED,1472068110121,95196936
MEM_ALLOC_RATE,1472068110121,951969
MEM_COMMITTED,1472068110121,562036736
MEM_MAX,1472068110121,5368709120
GC_TIME,1472068110121,55973
GC_COUNT,1472068110121,454
MEM_USED,1472068111121,219977480
MEM_ALLOC_RATE,1472068111121,2199774
MEM_COMMITTED,1472068111121,562036736
MEM_MAX,1472068111121,5368709120
GC_TIME,1472068111121,55973
GC_COUNT,1472068111121,454
MEM_USED,1472068112121,343709448
MEM_ALLOC_RATE,1472068112121,3437094
MEM_COMMITTED,1472068112121,562036736
MEM_MAX,1472068112121,5368709120
GC_TIME,1472068112121,55973
GC_COUNT,1472068112121,454
MEM_USED,1472068113121,135251840
MEM_ALLOC_RATE,1472068113121,1352518
MEM_COMMITTED,1472068113121,562036736
MEM_MAX,1472068113121,5368709120
GC_TIME,1472068113121,55978
GC_COUNT,1472068113121,455
MEM_USED,1472068114121,213345248
MEM_ALLOC_RATE,1472068114121,2133452
MEM_COMMITTED,1472068114121,562036736
MEM_MAX,1472068114121,5368709120
GC_TIME,1472068114121,55980
GC_COUNT,1472068114121,456
MEM_USED,1472068115121,300239536
MEM_ALLOC_RATE,1472068115121,3002395
MEM_COMMITTED,1472068115121,562036736
MEM_MAX,1472068115121,5368709120
GC_TIME,1472068115121,55981
GC_COUNT,1472068115121,457
MEM_USED,1472068116121,387240880
MEM_ALLOC_RATE,1472068116121,3872408
MEM_COMMITTED,1472068116121,562036736
MEM_MAX,1472068116121,5368709120
GC_TIME,1472068116121,55982
GC_COUNT,1472068116121,458
MEM_USED,1472068117121,136621888
MEM_ALLOC_RATE,1472068117121,1366218
MEM_COMMITTED,1472068117121,562036736
MEM_MAX,1472068117121,5368709120
GC_TIME,1472068117121,55985
GC_COUNT,1472068117121,460
MEM_USED,1472068118121,223655760
MEM_ALLOC_RATE,1472068118121,2236557
MEM_COMMITTED,1472068118121,562036736
MEM_MAX,1472068118121,5368709120
GC_TIME,1472068118121,55986
GC_COUNT,1472068118121,461
MEM_USED,1472068119121,309636928
MEM_ALLOC_RATE,1472068119121,3096369
MEM_COMMITTED,1472068119121,562036736
MEM_MAX,1472068119121,5368709120
GC_TIME,1472068119121,55987
GC_COUNT,1472068119121,462
MEM_USED,1472068120121,396668736
MEM_ALLOC_RATE,1472068120121,3966687
MEM_COMMITTED,1472068120121,562036736
MEM_MAX,1472068120121,5368709120
GC_TIME,1472068120121,55988
GC_COUNT,1472068120121,463
MEM_USED,1472068121121,147107648
MEM_ALLOC_RATE,1472068121121,1471076
MEM_COMMITTED,1472068121121,562036736
MEM_MAX,1472068121121,5368709120
GC_TIME,1472068121121,55991
GC_COUNT,1472068121121,465
MEM_USED,1472068122121,234141520
MEM_ALLOC_RATE,1472068122121,2341415
MEM_COMMITTED,1472068122121,562036736
MEM_MAX,1472068122121,5368709120
GC_TIME,1472068122121,55992
GC_COUNT,1472068122121,466
MEM_USED,1472068123122,319076176
MEM_ALLOC_RATE,1472068123122,3190761
MEM_COMMITTED,1472068123122,562036736
MEM_MAX,1472068123122,5368709120
GC_TIME,1472068123122,55994
GC_COUNT,1472068123122,467
MEM_USED,1472068124121,68466512
MEM_ALLOC_RATE,1472068124121,684665
MEM_COMMITTED,1472068124121,562036736
MEM_MAX,1472068124121,5368709120
GC_TIME,1472068124121,55996
GC_COUNT,1472068124121,469
MEM_USED,1472068125121,155504976
MEM_ALLOC_RATE,1472068125121,1555049
MEM_COMMITTED,1472068125121,562036736
MEM_MAX,1472068125121,5368709120
GC_TIME,1472068125121,55997
GC_COUNT,1472068125121,470
MEM_USED,1472068126121,240437568
MEM_ALLOC_RATE,1472068126121,2404375
MEM_COMMITTED,1472068126121,562036736
MEM_MAX,1472068126121,5368709120
GC_TIME,1472068126121,55999
GC_COUNT,1472068126121,471
MEM_USED,1472068127121,327471440
MEM_ALLOC_RATE,1472068127121,3274714
MEM_COMMITTED,1472068127121,562036736
MEM_MAX,1472068127121,5368709120
GC_TIME,1472068127121,56000
GC_COUNT,1472068127121,472
MEM_USED,1472068128121,77908288
MEM_ALLOC_RATE,1472068128121,779082
MEM_COMMITTED,1472068128121,562036736
MEM_MAX,1472068128121,5368709120
GC_TIME,1472068128121,56002
GC_COUNT,1472068128121,474
MEM_USED,1472068129121,162842944
MEM_ALLOC_RATE,1472068129121,1628429
MEM_COMMITTED,1472068129121,562036736
MEM_MAX,1472068129121,5368709120
GC_TIME,1472068129121,56004
GC_COUNT,1472068129121,475
MEM_USED,1472068130121,248826176
MEM_ALLOC_RATE,1472068130121,2488261
MEM_COMMITTED,1472068130121,562036736
MEM_MAX,1472068130121,5368709120
GC_TIME,1472068130121,56005
GC_COUNT,1472068130121,476
MEM_USED,1472068131121,335860048
MEM_ALLOC_RATE,1472068131121,3358600
MEM_COMMITTED,1472068131121,562036736
MEM_MAX,1472068131121,5368709120
GC_TIME,1472068131121,56006
GC_COUNT,1472068131121,477
MEM_USED,1472068132121,88398672
MEM_ALLOC_RATE,1472068132121,883986
MEM_COMMITTED,1472068132121,562036736
MEM_MAX,1472068132121,5368709120
GC_TIME,1472068132121,56009
GC_COUNT,1472068132121,479
MEM_USED,1472068133121,176479056
MEM_ALLOC_RATE,1472068133121,1764790
MEM_COMMITTED,1472068133121,562036736
MEM_MAX,1472068133121,5368709120
GC_TIME,1472068133121,56010
GC_COUNT,1472068133121,480
MEM_USED,1472068134121,263508800
MEM_ALLOC_RATE,1472068134121,2635088
MEM_COMMITTED,1472068134121,562036736
MEM_MAX,1472068134121,5368709120
GC_TIME,1472068134121,56012
GC_COUNT,1472068134121,481
MEM_USED,1472068135121,352639824
